y_pred_svm,y_pred_nb,y_test_svm,y_test_nb
neutral,love,neutral,relief
happiness,worry,sadness,worry
neutral,sadness,neutral,worry
worry,worry,neutral,sadness
worry,worry,sadness,neutral
worry,love,sadness,love
sadness,worry,hate,neutral
neutral,worry,worry,surprise
neutral,neutral,neutral,worry
happiness,neutral,happiness,love
worry,worry,hate,sadness
neutral,neutral,love,enthusiasm
neutral,neutral,worry,love
neutral,worry,happiness,surprise
neutral,worry,neutral,worry
worry,happiness,neutral,love
sadness,neutral,sadness,neutral
neutral,worry,happiness,relief
happiness,worry,happiness,hate
neutral,worry,fun,worry
neutral,neutral,neutral,neutral
worry,worry,hate,neutral
worry,neutral,worry,neutral
worry,neutral,worry,happiness
worry,sadness,neutral,surprise
neutral,neutral,neutral,neutral
sadness,neutral,boredom,neutral
happiness,worry,surprise,hate
worry,worry,happiness,sadness
neutral,love,fun,love
worry,happiness,worry,surprise
sadness,neutral,worry,relief
neutral,neutral,happiness,neutral
neutral,neutral,enthusiasm,sadness
neutral,neutral,neutral,sadness
happiness,worry,happiness,worry
neutral,neutral,happiness,neutral
happiness,neutral,relief,relief
love,neutral,love,relief
happiness,worry,love,happiness
worry,worry,hate,worry
neutral,worry,love,neutral
worry,worry,neutral,worry
neutral,worry,neutral,neutral
worry,neutral,sadness,neutral
worry,worry,worry,sadness
neutral,neutral,neutral,relief
worry,neutral,sadness,neutral
worry,neutral,worry,neutral
neutral,happiness,neutral,happiness
worry,worry,worry,love
neutral,neutral,worry,worry
neutral,worry,neutral,worry
worry,neutral,surprise,love
neutral,happiness,happiness,happiness
neutral,neutral,neutral,neutral
neutral,love,empty,love
worry,worry,neutral,neutral
neutral,worry,love,happiness
neutral,worry,neutral,worry
worry,love,sadness,love
worry,neutral,worry,love
worry,sadness,worry,worry
neutral,neutral,empty,happiness
neutral,worry,neutral,worry
neutral,happiness,sadness,happiness
neutral,neutral,worry,love
neutral,neutral,neutral,happiness
love,sadness,happiness,sadness
love,worry,love,worry
happiness,worry,love,happiness
worry,happiness,sadness,worry
worry,worry,worry,sadness
neutral,neutral,happiness,neutral
neutral,worry,neutral,neutral
neutral,happiness,worry,enthusiasm
happiness,love,relief,neutral
happiness,neutral,love,relief
worry,worry,neutral,happiness
happiness,happiness,relief,happiness
happiness,neutral,love,happiness
neutral,worry,neutral,empty
happiness,sadness,happiness,boredom
surprise,worry,surprise,love
worry,neutral,relief,fun
worry,happiness,worry,happiness
worry,happiness,sadness,fun
worry,neutral,surprise,worry
worry,neutral,love,neutral
sadness,happiness,worry,happiness
worry,neutral,worry,happiness
neutral,neutral,neutral,neutral
worry,worry,worry,fun
worry,neutral,neutral,worry
neutral,love,neutral,happiness
worry,neutral,neutral,surprise
happiness,worry,happiness,happiness
neutral,worry,neutral,love
neutral,happiness,surprise,surprise
neutral,neutral,sadness,surprise
worry,worry,fun,sadness
worry,neutral,love,neutral
worry,neutral,neutral,enthusiasm
sadness,worry,sadness,worry
worry,neutral,worry,sadness
neutral,worry,neutral,worry
neutral,worry,love,relief
hate,neutral,worry,worry
neutral,neutral,neutral,anger
love,worry,love,hate
worry,neutral,worry,neutral
worry,happiness,worry,love
hate,worry,hate,neutral
worry,neutral,worry,neutral
worry,neutral,neutral,empty
happiness,sadness,neutral,love
neutral,neutral,worry,worry
happiness,worry,neutral,worry
neutral,happiness,sadness,fun
worry,worry,surprise,worry
worry,neutral,sadness,neutral
worry,worry,fun,surprise
worry,neutral,hate,empty
happiness,neutral,love,neutral
happiness,neutral,happiness,empty
neutral,neutral,happiness,neutral
neutral,worry,happiness,sadness
neutral,neutral,worry,neutral
neutral,worry,neutral,neutral
worry,worry,fun,neutral
happiness,happiness,happiness,neutral
love,neutral,love,neutral
worry,worry,love,worry
worry,neutral,neutral,happiness
worry,neutral,neutral,relief
neutral,love,neutral,love
worry,happiness,surprise,happiness
neutral,neutral,worry,happiness
sadness,neutral,neutral,relief
neutral,neutral,empty,love
sadness,happiness,sadness,love
worry,neutral,worry,happiness
neutral,worry,happiness,love
neutral,worry,neutral,fun
worry,worry,neutral,sadness
neutral,worry,worry,worry
happiness,neutral,neutral,enthusiasm
neutral,neutral,fun,fun
sadness,neutral,sadness,surprise
happiness,neutral,fun,worry
neutral,neutral,neutral,worry
happiness,neutral,love,enthusiasm
worry,neutral,happiness,happiness
worry,worry,neutral,happiness
worry,worry,sadness,enthusiasm
worry,happiness,hate,happiness
happiness,worry,love,sadness
neutral,neutral,neutral,happiness
worry,happiness,sadness,happiness
neutral,happiness,hate,happiness
neutral,worry,relief,worry
neutral,neutral,love,fun
worry,happiness,neutral,happiness
neutral,neutral,sadness,neutral
neutral,neutral,surprise,sadness
worry,love,sadness,happiness
worry,worry,sadness,sadness
neutral,neutral,hate,fun
love,neutral,love,worry
worry,happiness,sadness,relief
neutral,neutral,neutral,neutral
neutral,love,neutral,love
neutral,neutral,happiness,hate
neutral,sadness,worry,sadness
neutral,worry,fun,fun
happiness,worry,happiness,sadness
neutral,neutral,neutral,worry
worry,neutral,worry,neutral
happiness,worry,happiness,surprise
neutral,happiness,neutral,happiness
neutral,neutral,worry,surprise
sadness,neutral,worry,neutral
neutral,neutral,worry,sadness
neutral,neutral,neutral,sadness
neutral,sadness,worry,sadness
worry,worry,worry,empty
worry,happiness,sadness,surprise
happiness,worry,love,sadness
worry,happiness,worry,love
worry,worry,neutral,happiness
happiness,neutral,worry,love
worry,worry,relief,hate
worry,worry,sadness,worry
worry,worry,worry,relief
happiness,worry,fun,love
neutral,worry,hate,happiness
neutral,worry,love,happiness
sadness,neutral,surprise,worry
worry,neutral,worry,neutral
worry,neutral,worry,neutral
happiness,neutral,enthusiasm,neutral
neutral,worry,worry,neutral
worry,neutral,worry,happiness
neutral,worry,neutral,worry
worry,worry,worry,worry
neutral,worry,neutral,relief
worry,worry,worry,boredom
worry,neutral,worry,sadness
worry,neutral,neutral,neutral
worry,neutral,happiness,neutral
sadness,neutral,neutral,worry
neutral,worry,happiness,worry
neutral,worry,worry,neutral
worry,neutral,sadness,worry
neutral,worry,neutral,neutral
neutral,worry,hate,fun
worry,worry,sadness,sadness
love,neutral,relief,worry
happiness,neutral,happiness,neutral
happiness,worry,happiness,neutral
neutral,neutral,sadness,neutral
happiness,neutral,hate,worry
worry,neutral,worry,sadness
worry,sadness,happiness,worry
neutral,neutral,surprise,worry
worry,worry,worry,neutral
neutral,worry,fun,neutral
neutral,worry,surprise,sadness
love,neutral,surprise,worry
neutral,neutral,happiness,neutral
worry,worry,worry,worry
worry,neutral,worry,neutral
worry,neutral,sadness,worry
neutral,happiness,love,neutral
sadness,neutral,sadness,neutral
neutral,happiness,relief,worry
sadness,neutral,sadness,worry
happiness,neutral,love,neutral
worry,worry,worry,sadness
sadness,neutral,sadness,neutral
happiness,happiness,happiness,happiness
neutral,neutral,neutral,worry
neutral,neutral,neutral,relief
neutral,worry,neutral,sadness
neutral,neutral,sadness,neutral
worry,sadness,love,sadness
love,neutral,relief,surprise
worry,neutral,relief,happiness
worry,neutral,worry,relief
worry,neutral,neutral,happiness
happiness,worry,sadness,neutral
sadness,happiness,sadness,neutral
neutral,neutral,sadness,empty
worry,neutral,love,worry
neutral,worry,surprise,neutral
sadness,neutral,sadness,neutral
happiness,neutral,happiness,fun
neutral,happiness,hate,love
happiness,happiness,relief,fun
neutral,neutral,neutral,neutral
worry,neutral,worry,sadness
worry,worry,happiness,worry
neutral,neutral,surprise,love
neutral,worry,neutral,neutral
neutral,sadness,worry,sadness
worry,worry,worry,worry
sadness,neutral,worry,sadness
worry,worry,worry,happiness
neutral,worry,neutral,neutral
worry,worry,happiness,worry
neutral,worry,worry,worry
worry,happiness,worry,happiness
neutral,happiness,sadness,love
neutral,neutral,neutral,neutral
worry,neutral,neutral,hate
worry,love,worry,happiness
happiness,worry,sadness,worry
happiness,love,neutral,love
happiness,neutral,love,happiness
neutral,worry,neutral,love
neutral,worry,relief,sadness
worry,neutral,worry,happiness
worry,love,neutral,happiness
hate,neutral,sadness,surprise
neutral,happiness,happiness,love
neutral,worry,neutral,sadness
neutral,neutral,neutral,worry
happiness,neutral,love,surprise
worry,neutral,relief,happiness
worry,happiness,worry,worry
worry,neutral,relief,surprise
worry,neutral,worry,neutral
love,worry,love,sadness
love,worry,love,surprise
worry,love,worry,relief
happiness,neutral,happiness,neutral
neutral,neutral,happiness,neutral
love,happiness,happiness,neutral
neutral,neutral,neutral,happiness
worry,neutral,happiness,relief
neutral,neutral,fun,worry
happiness,neutral,happiness,neutral
happiness,neutral,happiness,neutral
happiness,neutral,neutral,neutral
worry,neutral,sadness,love
neutral,worry,worry,neutral
worry,neutral,worry,sadness
worry,worry,relief,worry
worry,worry,neutral,neutral
worry,worry,sadness,sadness
neutral,happiness,neutral,neutral
happiness,worry,happiness,worry
neutral,worry,happiness,love
neutral,neutral,neutral,fun
sadness,neutral,sadness,relief
worry,worry,sadness,worry
happiness,happiness,sadness,neutral
happiness,happiness,relief,neutral
happiness,happiness,hate,surprise
neutral,worry,neutral,enthusiasm
neutral,neutral,empty,fun
happiness,worry,happiness,worry
happiness,neutral,happiness,neutral
happiness,worry,happiness,happiness
neutral,happiness,neutral,happiness
happiness,worry,enthusiasm,worry
worry,neutral,worry,worry
neutral,sadness,neutral,worry
neutral,worry,worry,worry
love,worry,love,sadness
neutral,neutral,neutral,neutral
neutral,worry,sadness,worry
neutral,love,happiness,happiness
happiness,worry,surprise,empty
neutral,happiness,neutral,sadness
neutral,worry,neutral,worry
neutral,neutral,fun,sadness
neutral,neutral,neutral,worry
worry,neutral,hate,relief
happiness,worry,neutral,happiness
worry,neutral,neutral,happiness
love,worry,love,worry
sadness,happiness,sadness,love
love,neutral,surprise,worry
worry,worry,relief,love
worry,sadness,neutral,worry
worry,worry,worry,fun
worry,neutral,empty,sadness
happiness,neutral,happiness,sadness
worry,neutral,sadness,neutral
neutral,worry,love,worry
worry,worry,sadness,love
sadness,worry,worry,worry
sadness,love,worry,happiness
worry,worry,worry,worry
worry,hate,love,hate
worry,happiness,worry,relief
happiness,neutral,relief,sadness
worry,worry,worry,sadness
worry,worry,worry,enthusiasm
happiness,worry,happiness,neutral
happiness,worry,happiness,sadness
worry,neutral,neutral,neutral
worry,worry,surprise,worry
neutral,worry,sadness,sadness
happiness,neutral,worry,sadness
worry,worry,worry,neutral
worry,neutral,worry,worry
worry,neutral,sadness,empty
love,worry,neutral,worry
worry,happiness,sadness,neutral
sadness,worry,happiness,surprise
neutral,happiness,worry,relief
worry,worry,neutral,neutral
worry,happiness,hate,happiness
happiness,neutral,happiness,love
sadness,neutral,sadness,worry
love,worry,love,surprise
neutral,neutral,boredom,empty
worry,worry,surprise,neutral
love,happiness,love,happiness
worry,worry,worry,sadness
happiness,neutral,neutral,surprise
happiness,neutral,happiness,enthusiasm
love,worry,neutral,sadness
happiness,neutral,fun,hate
neutral,worry,fun,worry
worry,happiness,worry,sadness
worry,worry,relief,sadness
worry,sadness,surprise,sadness
worry,neutral,enthusiasm,love
neutral,happiness,neutral,neutral
neutral,love,sadness,love
neutral,worry,fun,neutral
neutral,neutral,relief,happiness
happiness,worry,neutral,worry
worry,neutral,hate,neutral
love,neutral,love,neutral
worry,worry,empty,enthusiasm
neutral,happiness,boredom,fun
neutral,neutral,fun,happiness
neutral,sadness,neutral,worry
sadness,worry,sadness,neutral
neutral,neutral,neutral,neutral
worry,neutral,hate,sadness
neutral,neutral,enthusiasm,happiness
worry,worry,worry,fun
worry,happiness,neutral,love
sadness,worry,sadness,worry
happiness,love,love,love
happiness,worry,love,worry
neutral,worry,neutral,surprise
happiness,neutral,worry,neutral
love,neutral,love,fun
neutral,neutral,hate,neutral
worry,happiness,worry,neutral
neutral,neutral,fun,worry
love,happiness,happiness,love
worry,worry,worry,neutral
worry,worry,worry,sadness
neutral,happiness,worry,neutral
happiness,worry,fun,sadness
neutral,worry,enthusiasm,happiness
worry,neutral,worry,neutral
worry,neutral,happiness,sadness
worry,neutral,anger,worry
neutral,neutral,love,neutral
neutral,neutral,hate,worry
neutral,worry,surprise,sadness
worry,sadness,love,worry
worry,neutral,love,sadness
worry,worry,worry,worry
neutral,worry,sadness,sadness
worry,neutral,worry,neutral
happiness,worry,surprise,neutral
happiness,worry,enthusiasm,worry
worry,worry,love,worry
neutral,neutral,neutral,fun
sadness,worry,sadness,worry
neutral,happiness,neutral,fun
neutral,worry,neutral,sadness
neutral,happiness,neutral,neutral
worry,neutral,worry,sadness
sadness,happiness,sadness,love
love,neutral,happiness,happiness
worry,worry,sadness,love
worry,neutral,worry,neutral
worry,worry,worry,worry
love,love,love,love
worry,love,surprise,sadness
worry,worry,sadness,neutral
neutral,neutral,worry,neutral
worry,worry,neutral,love
neutral,neutral,enthusiasm,fun
neutral,happiness,sadness,love
worry,happiness,worry,sadness
happiness,neutral,worry,neutral
neutral,neutral,neutral,worry
worry,worry,happiness,worry
hate,neutral,hate,happiness
worry,worry,neutral,hate
worry,worry,sadness,neutral
sadness,neutral,sadness,neutral
neutral,love,enthusiasm,love
worry,neutral,worry,neutral
neutral,love,neutral,love
love,neutral,worry,sadness
neutral,neutral,worry,worry
worry,worry,worry,worry
hate,worry,hate,love
neutral,neutral,hate,worry
worry,worry,neutral,empty
worry,sadness,neutral,hate
love,worry,love,neutral
worry,neutral,worry,love
worry,worry,neutral,worry
worry,neutral,worry,happiness
hate,happiness,sadness,sadness
worry,neutral,hate,enthusiasm
worry,neutral,worry,neutral
neutral,love,neutral,worry
worry,neutral,relief,neutral
neutral,neutral,neutral,happiness
worry,neutral,happiness,surprise
worry,neutral,enthusiasm,neutral
sadness,neutral,hate,sadness
worry,neutral,sadness,neutral
love,neutral,love,happiness
neutral,love,neutral,neutral
neutral,neutral,surprise,neutral
worry,worry,surprise,love
worry,worry,sadness,worry
worry,worry,enthusiasm,neutral
happiness,worry,happiness,surprise
neutral,neutral,neutral,happiness
worry,worry,surprise,boredom
neutral,happiness,fun,worry
happiness,neutral,happiness,worry
sadness,worry,happiness,worry
neutral,worry,relief,sadness
worry,worry,hate,sadness
love,worry,love,worry
neutral,happiness,worry,happiness
worry,neutral,sadness,fun
neutral,neutral,worry,happiness
worry,worry,neutral,worry
happiness,neutral,happiness,love
happiness,worry,neutral,worry
happiness,neutral,happiness,hate
love,neutral,relief,hate
sadness,happiness,relief,happiness
love,worry,love,sadness
worry,love,happiness,love
love,happiness,love,neutral
worry,worry,neutral,neutral
happiness,worry,happiness,neutral
neutral,happiness,neutral,neutral
worry,neutral,happiness,neutral
worry,worry,sadness,worry
happiness,neutral,love,hate
worry,worry,sadness,neutral
worry,worry,happiness,relief
worry,neutral,anger,neutral
love,neutral,fun,happiness
happiness,worry,worry,surprise
worry,neutral,worry,happiness
happiness,worry,love,sadness
neutral,worry,sadness,sadness
worry,neutral,worry,worry
worry,neutral,sadness,neutral
worry,neutral,fun,worry
happiness,happiness,relief,neutral
sadness,neutral,happiness,worry
neutral,neutral,happiness,neutral
happiness,worry,happiness,fun
neutral,neutral,neutral,love
neutral,worry,love,worry
neutral,neutral,worry,worry
neutral,worry,sadness,love
neutral,neutral,worry,neutral
happiness,neutral,love,happiness
neutral,worry,worry,worry
worry,neutral,worry,neutral
